Level,Name,Parts,Wraps,West,South,East,North,AreaKm2,Part1Area,Part1West,Part1South,Part1East,Part1North,Part2Area,Part2West,Part2South,Part2East,Part2North,Part3Area,Part3West,Part3South,Part3East,Part3North,Part4Area,Part4West,Part4South,Part4East,Part4North,Part5Area,Part5West,Part5South,Part5East,Part5North
SUBUNIT,eSwatini,1,false,30.782,-27.317,32.118,-25.735,17111.9,17111.9,30.782,-27.317,32.118,-25.735,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,ABW,1,false,-70.063,12.417,-69.876,12.633,169.766,169.766,-70.063,12.417,-69.876,12.633,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,AFG,1,false,60.486,29.386,74.893,38.474,642181.0,642181.0,60.486,29.386,74.893,38.474,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,AGO,3,false,11.669,-18.032,24.062,-4.391,1.24465e6,1.23787e6,11.735,-18.032,24.062,-5.841,6701.71,12.009,-5.764,13.074,-4.391,84.4009,11.669,-16.706,11.739,-16.5,,,,,,,,,,
ISO_A3_EH,AIA,6,false,-63.429,18.169,-62.925,18.602,87.4201,80.424,-63.168,18.169,-62.972,18.277,3.97369,-62.961,18.274,-62.925,18.298,2.27211,-63.263,18.272,-63.236,18.287,0.283438,-63.193,18.265,-63.179,18.27,0.252154,-63.429,18.592,-63.423,18.602
ISO_A3_EH,ALA,16,false,19.513,59.904,21.097,60.481,942.066,587.757,19.646,60.047,20.278,60.406,78.7094,20.025,59.971,20.226,60.095,77.9982,19.513,60.129,19.675,60.261,31.6636,20.281,59.953,20.448,60.021,30.1463,20.198,60.06,20.298,60.15
ISO_A3_EH,ALB,1,false,19.272,39.637,21.037,42.655,28335.8,28335.8,19.272,39.637,21.037,42.655,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,AND,1,false,1.406,42.428,1.766,42.65,452.239,452.239,1.406,42.428,1.766,42.65,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,ARE,10,false,51.569,22.62,56.384,26.075,71085.0,70368.8,51.569,22.62,56.384,26.075,285.091,53.627,24.13,53.965,24.276,125.203,53.184,24.262,53.448,24.413,82.6127,52.556,24.253,52.651,24.374,63.4393,54.334,24.42,54.471,24.523
ISO_A3_EH,ARG,8,false,-73.573,-55.053,-53.661,-21.786,2.7829e6,2.76123e6,-73.573,-52.391,-53.661,-21.786,20552.5,-68.642,-55.053,-65.141,-52.639,499.264,-64.759,-54.904,-63.812,-54.705,229.265,-62.238,-40.565,-62.028,-40.374,172.847,-62.099,-39.241,-61.859,-39.085
ISO_A3_EH,ARM,2,false,43.436,38.863,46.603,41.291,29588.2,29553.0,43.436,38.863,46.603,41.291,35.2439,45.471,40.601,45.561,40.661,,,,,,,,,,,,,,,
ISO_A3_EH,ASM,5,false,-171.087,-14.533,-168.16,-11.051,180.304,131.452,-170.832,-14.375,-170.567,-14.252,39.9002,-169.543,-14.272,-169.44,-14.222,6.06747,-169.677,-14.19,-169.635,-14.168,1.86652,-171.087,-11.067,-171.072,-11.051,1.0177,-168.174,-14.533,-168.16,-14.519
ISO_A3_EH,ATA,179,false,-180.0,-90.0,180.0,-60.516,1.23582e7,1.21577e7,-180.0,-90.0,180.0,-63.214,48169.6,-75.439,-72.675,-68.161,-68.78,45479.8,-54.413,-80.878,-42.936,-77.772,11287.1,-102.324,-72.584,-95.428,-71.756,7860.64,-164.327,-79.855,-158.953,-78.706
ISO_A3_EH,ATF,18,false,39.728,-49.722,77.586,-11.55,7279.96,6587.01,68.748,-49.722,70.569,-48.654,194.393,69.192,-49.095,69.412,-48.884,140.575,51.656,-46.452,51.869,-46.327,64.7044,50.175,-46.128,50.299,-46.043,53.1913,77.487,-37.902,77.586,-37.82
ISO_A3_EH,ATG,3,false,-62.349,16.931,-61.667,17.728,451.85,281.942,-61.895,16.989,-61.667,17.169,169.539,-61.874,17.545,-61.727,17.728,0.36913,-62.349,16.931,-62.342,16.941,,,,,,,,,,
ISO_A3_EH,AUS,99,false,96.821,-54.751,159.107,-9.24,7.69128e6,7.5987e6,113.156,-39.145,153.631,-10.687,64338.7,144.605,-43.642,148.365,-40.64,5817.76,130.365,-11.934,131.539,-11.153,4463.47,136.532,-36.083,138.13,-35.582,2307.13,136.324,-14.299,136.979,-13.647
ISO_A3_EH,AUT,1,false,9.521,46.378,17.149,49.01,83993.2,83993.2,9.521,46.378,17.149,49.01,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,AZE,6,false,44.774,38.392,50.626,41.891,86249.9,81390.6,45.002,38.392,50.392,41.891,4782.87,44.774,38.862,46.136,39.771,26.8109,44.96,41.023,45.03,41.083,26.1924,50.326,40.399,50.397,40.482,16.0301,50.562,40.299,50.626,40.338
ISO_A3_EH,BDI,1,false,28.986,-4.464,30.834,-2.303,27041.2,27041.2,28.986,-4.464,30.834,-2.303,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BEL,1,false,2.521,49.495,6.375,51.497,30669.5,30669.5,2.521,49.495,6.375,51.497,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BEN,1,false,0.759,6.213,3.838,12.4,116113.0,116113.0,0.759,6.213,3.838,12.4,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BFA,1,false,-5.523,9.391,2.391,15.08,272769.0,272769.0,-5.523,9.391,2.391,15.08,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BGD,22,false,88.021,20.738,92.643,26.624,136904.0,133774.0,88.021,20.738,92.643,26.624,1299.46,90.553,21.992,90.856,22.788,330.582,91.005,22.089,91.187,22.392,301.896,91.847,21.48,91.984,21.782,198.315,90.455,22.711,90.679,22.882
ISO_A3_EH,BGR,1,false,22.345,41.238,28.604,44.229,112760.0,112760.0,22.345,41.238,28.604,44.229,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BHR,7,false,50.38,25.579,50.82,26.288,688.118,584.947,50.448,25.789,50.646,26.243,42.7155,50.737,25.579,50.801,25.732,32.0991,50.599,26.202,50.685,26.288,19.4847,50.38,26.119,50.424,26.175,5.6449,50.785,25.63,50.817,25.653
ISO_A3_EH,BHS,44,false,-79.595,20.912,-72.746,26.929,12603.9,3574.05,-78.443,24.272,-77.718,25.207,1580.41,-73.704,20.912,-73.004,21.341,1403.3,-77.943,23.72,-77.516,24.303,1310.73,-77.963,25.885,-77.014,26.929,1060.64,-78.998,26.491,-77.902,26.811
ISO_A3_EH,BIH,1,false,15.716,42.559,19.619,45.285,51826.7,51826.7,15.716,42.559,19.619,45.285,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BLM,1,false,-62.868,17.881,-62.791,17.93,24.4219,24.4219,-62.868,17.881,-62.791,17.93,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BLR,1,false,23.165,51.235,32.72,56.157,207499.0,207499.0,23.165,51.235,32.72,56.157,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BLZ,10,false,-89.237,15.879,-87.783,18.491,22299.4,22010.2,-89.237,15.879,-88.083,18.491,109.906,-88.01,17.902,-87.847,18.17,91.5241,-87.941,17.278,-87.783,17.546,26.6794,-88.168,17.669,-88.071,17.735,22.4183,-87.839,17.292,-87.797,17.4
ISO_A3_EH,BMU,2,false,-64.886,32.248,-64.647,32.389,62.302,60.3766,-64.886,32.248,-64.647,32.389,1.92541,-64.833,32.281,-64.799,32.29,,,,,,,,,,,,,,,
ISO_A3_EH,BOL,1,false,-69.667,-22.898,-57.465,-9.679,1.08681e6,1.08681e6,-69.667,-22.898,-57.465,-9.679,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BRA,43,false,-74.019,-33.743,-28.877,5.268,8.47266e6,8.41813e6,-74.019,-33.743,-34.793,5.268,38765.2,-50.814,-1.833,-48.366,-0.099,3964.38,-51.955,-1.484,-51.149,-0.518,2291.76,-50.384,-0.053,-49.528,0.387,1125.15,-51.039,-0.331,-50.627,0.047
ISO_A3_EH,BRB,1,false,-59.655,13.051,-59.426,13.345,444.223,444.223,-59.655,13.051,-59.426,13.345,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BRN,2,false,113.998,4.016,115.361,5.058,5716.64,4417.71,113.998,4.016,115.104,5.058,1298.93,115.022,4.313,115.361,4.909,,,,,,,,,,,,,,,
ISO_A3_EH,BTN,1,false,88.73,26.696,92.089,28.359,40421.3,40421.3,88.73,26.696,92.089,28.359,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,BWA,1,false,19.978,-26.892,29.351,-17.781,579029.0,579029.0,19.978,-26.892,29.351,-17.781,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,CAF,1,false,14.387,2.236,27.442,11.001,617984.0,617984.0,14.387,2.236,27.442,11.001,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,CAN,412,false,-141.006,41.669,-52.616,83.117,9.94563e6,8.13806e6,-141.006,41.669,-55.616,72.003,514388.0,-90.119,61.858,-61.267,73.856,220425.0,-119.138,68.454,-100.872,73.385,203079.0,-74.713,43.47,-60.968,49.267,198129.0,-91.957,76.129,-61.085,83.117
ISO_A3_EH,CHE,1,false,5.954,45.82,10.467,47.802,41435.5,41435.5,5.954,45.82,10.467,47.802,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,CHL,163,false,-109.454,-55.919,-66.42,-17.506,736595.0,648334.0,-75.712,-53.887,-67.013,-17.506,26556.3,-72.008,-54.949,-68.627,-52.451,8130.75,-74.408,-43.424,-73.374,-41.77,5731.54,-75.469,-50.054,-74.42,-48.678,4021.3,-70.032,-55.717,-67.965,-54.928
ISO_A3_EH,CHN,70,false,73.602,15.775,134.773,53.57,9.37522e6,9.33589e6,73.602,20.238,134.773,53.57,33840.7,108.615,18.169,111.035,20.164,1254.97,121.176,31.439,121.987,31.842,436.125,121.963,29.933,122.328,30.149,251.987,110.245,20.937,110.548,21.096
ISO_A3_EH,CIV,2,false,-8.619,4.344,-2.506,10.727,320677.0,320613.0,-8.619,4.344,-2.506,10.727,64.7141,-3.277,5.091,-3.115,5.164,,,,,,,,,,,,,,,
ISO_A3_EH,CMR,1,false,8.505,1.654,16.208,13.082,464318.0,464318.0,8.505,1.654,16.208,13.082,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,COD,2,false,12.21,-13.459,31.281,5.376,2.32524e6,2.32512e6,12.21,-13.459,31.281,5.376,118.283,12.745,-5.961,12.995,-5.868,,,,,,,,,,,,,,,
ISO_A3_EH,COG,1,false,11.114,-5.02,18.643,3.709,344889.0,344889.0,11.114,-5.02,18.643,3.709,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,COK,13,false,-165.825,-21.939,-157.312,-8.946,191.133,64.1645,-159.847,-21.255,-159.736,-21.186,38.6485,-157.969,-21.939,-157.887,-21.877,20.5624,-158.136,-20.02,-158.078,-19.972,20.1825,-157.743,-19.856,-157.707,-19.767,14.5483,-159.803,-18.888,-159.761,-18.828
ISO_A3_EH,COL,11,false,-81.724,-4.237,-66.875,13.579,1.13512e6,1.13455e6,-79.022,-4.237,-66.875,12.469,174.024,-78.217,2.504,-78.096,2.688,157.86,-77.55,4.196,-77.271,4.342,75.8893,-77.886,2.601,-77.754,2.725,71.8659,-77.921,2.577,-77.785,2.698
ISO_A3_EH,COM,3,false,43.213,-12.381,44.53,-11.361,1672.23,1024.67,43.213,-11.933,43.499,-11.361,448.593,44.206,-12.381,44.53,-12.064,198.961,43.629,-12.374,43.862,-12.236,,,,,,,,,,
ISO_A3_EH,CPV,11,false,-25.361,14.803,-22.666,17.197,3926.72,961.382,-23.793,14.907,-23.443,15.333,741.664,-25.361,16.917,-24.971,17.197,635.576,-22.964,15.982,-22.666,16.244,460.234,-24.527,14.815,-24.292,15.046,335.782,-24.431,16.482,-24.032,16.682
ISO_A3_EH,CRI,4,false,-87.118,5.515,-82.562,11.21,51151.0,51093.2,-85.947,8.034,-82.562,11.21,38.609,-85.2,10.074,-85.097,10.125,15.7604,-87.118,5.515,-87.064,5.558,3.46192,-83.897,8.698,-83.869,8.714,,,,,
ISO_A3_EH,CUB,41,false,-84.95,19.827,-74.132,23.266,109929.0,105744.0,-84.95,19.827,-74.132,23.213,2254.41,-83.192,21.437,-82.54,21.949,347.22,-77.95,21.91,-77.624,22.103,340.235,-78.697,22.418,-78.278,22.562,214.245,-78.313,22.266,-78.01,22.438
ISO_A3_EH,CUW,1,false,-69.172,12.041,-68.739,12.392,463.243,463.243,-69.172,12.041,-68.739,12.392,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,CYM,3,false,-81.417,19.263,-79.726,19.758,309.202,222.812,-81.417,19.263,-81.086,19.395,46.8189,-79.894,19.679,-79.726,19.758,39.5708,-80.114,19.654,-79.964,19.715,,,,,,,,,,
ISO_A3_EH,CYP,4,false,32.271,34.625,34.1,35.188,5395.04,5197.93,32.271,34.625,33.703,35.188,193.558,33.799,34.958,34.1,35.074,2.07747,33.759,34.976,33.795,34.991,1.47344,33.738,35.001,33.753,35.016,,,,,
ISO_A3_EH,CZE,1,false,12.076,48.557,18.838,51.041,78759.0,78759.0,12.076,48.557,18.838,51.041,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,DEU,22,false,5.852,47.271,15.023,55.066,357674.0,355707.0,5.852,47.271,15.023,54.906,952.506,13.115,54.228,13.767,54.689,374.567,13.752,53.844,14.211,54.179,164.734,11.005,54.412,11.315,54.536,103.975,8.277,54.742,8.655,55.066
ISO_A3_EH,DJI,1,false,41.749,10.929,43.419,12.708,21848.0,21848.0,41.749,10.929,43.419,12.708,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,DMA,1,false,-61.489,15.201,-61.249,15.634,730.312,730.312,-61.489,15.201,-61.249,15.634,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,DNK,15,false,8.094,54.568,15.152,57.752,42695.9,28625.4,8.094,54.801,10.965,57.752,7587.43,10.875,54.568,12.622,56.129,2994.05,9.676,55.029,10.835,55.619,1201.19,10.999,54.626,11.856,54.962,598.05,14.684,54.991,15.152,55.31
ISO_A3_EH,DOM,3,false,-72.01,17.545,-68.328,19.938,48439.9,48281.6,-72.01,17.604,-68.328,19.938,121.186,-68.787,18.107,-68.57,18.201,37.1212,-71.542,17.545,-71.467,17.622,,,,,,,,,,
ISO_A3_EH,DZA,1,false,-8.683,18.975,11.969,37.094,2.30886e6,2.30886e6,-8.683,18.975,11.969,37.094,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,ECU,16,false,-92.012,-5.012,-75.227,1.665,255014.0,246171.0,-81.014,-5.012,-75.227,1.435,4625.16,-91.607,-1.031,-90.791,0.154,956.709,-90.547,-0.78,-90.18,-0.483,942.459,-80.272,-3.035,-79.902,-2.662,594.641,-91.672,-0.491,-91.396,-0.249
ISO_A3_EH,EGY,8,false,24.688,21.994,36.9,31.657,1.00106e6,1.00087e6,24.688,21.994,36.9,31.657,60.8644,34.489,27.917,34.621,28.017,49.9058,33.913,27.448,34.052,27.537,29.5707,34.661,27.908,34.733,27.959,20.3936,32.934,31.147,33.263,31.241
ISO_A3_EH,ERI,3,false,36.423,12.36,43.124,18.005,122538.0,121764.0,36.423,12.36,43.124,18.005,677.157,39.923,15.572,40.415,15.894,96.5293,39.99,15.981,40.119,16.108,,,,,,,,,,
ISO_A3_EH,ESH,1,false,-17.105,20.766,-8.68,27.662,90495.4,90495.4,-17.105,20.766,-8.68,27.662,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,ESP,23,false,-18.168,27.642,4.338,43.794,506885.0,494247.0,-9.292,36.006,3.318,43.794,3688.76,2.35,39.269,3.475,39.969,2003.94,-16.917,27.997,-16.117,28.584,1638.2,-14.508,28.05,-13.821,28.754,1558.42,-15.822,27.734,-15.363,28.18
ISO_A3_EH,EST,8,false,21.832,57.515,28.187,59.671,45819.0,41623.8,23.408,57.515,28.187,59.671,2769.86,21.832,57.914,23.334,58.635,1073.18,22.044,58.686,23.041,59.09,201.243,23.059,58.532,23.401,58.682,103.27,23.114,58.968,23.394,59.046
ISO_A3_EH,ETH,1,false,32.989,3.403,47.98,14.88,1.12737e6,1.12737e6,32.989,3.403,47.98,14.88,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,FIN,42,false,20.623,59.811,31.57,70.076,333059.0,331390.0,20.623,59.811,31.57,70.076,457.3,22.415,59.984,22.957,60.297,151.279,24.562,64.95,25.062,65.095,122.897,21.078,63.15,21.429,63.288,92.898,21.785,60.326,21.998,60.472
ISO_A3_EH,FJI,44,true,174.588,-21.712,-178.216,-12.475,18930.1,10893.3,177.251,-18.274,178.712,-17.3,5731.66,178.479,-17.008,180.0,-16.149,489.802,177.951,-19.158,178.499,-18.924,324.09,-180.0,-16.965,-179.815,-16.677,147.05,179.232,-18.119,179.363,-17.934
ISO_A3_EH,FLK,15,false,-61.319,-52.407,-57.734,-51.027,11597.2,6302.41,-59.722,-52.342,-57.734,-51.248,4460.26,-61.037,-52.237,-59.214,-51.337,222.574,-61.154,-51.954,-60.852,-51.76,127.062,-60.301,-51.407,-60.049,-51.26,118.806,-59.809,-51.338,-59.447,-51.241
ISO_A3_EH,FRA,22,false,-109.235,-21.371,55.855,51.088,636762.0,538721.0,-4.785,42.325,8.201,51.088,83183.7,-54.616,2.11,-51.649,5.745,8665.58,8.545,41.365,9.56,43.018,2582.42,55.225,-21.371,55.855,-20.861,1097.46,-61.229,14.408,-60.81,14.877
ISO_A3_EH,FRO,11,false,-7.645,61.394,-6.275,62.399,1328.53,369.53,-7.237,61.938,-6.698,62.315,296.106,-7.086,62.061,-6.564,62.337,164.666,-7.432,62.019,-7.038,62.164,161.262,-6.963,61.394,-6.646,61.65,118.028,-6.908,61.746,-6.612,61.91
ISO_A3_EH,FSM,20,false,138.063,0.918,163.047,9.776,633.849,340.645,158.125,6.788,158.339,6.979,113.687,162.912,5.269,163.047,5.38,92.7741,138.063,9.412,138.22,9.589,30.8876,151.568,7.327,151.651,7.392,18.5636,151.855,7.424,151.918,7.466
ISO_A3_EH,GAB,3,false,8.695,-3.937,14.499,2.323,259968.0,259843.0,8.695,-3.937,14.499,2.323,125.585,8.949,-0.763,9.042,-0.592,0.129128,9.376,0.806,9.385,0.81,,,,,,,,,,
ISO_A3_EH,GBR,57,false,-13.692,49.909,1.772,60.848,243783.0,218624.0,-6.237,49.959,1.772,58.678,14238.7,-8.174,54.034,-5.43,55.249,2111.62,-7.127,57.733,-6.15,58.513,1618.09,-6.784,57.028,-5.647,57.703,935.468,-1.691,59.854,-1.034,60.644
ISO_A3_EH,GEO,1,false,39.985,41.044,46.695,43.576,69570.9,69570.9,39.985,41.044,46.695,43.576,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,GGY,4,false,-2.674,49.411,-2.17,49.732,73.9851,62.4312,-2.674,49.426,-2.501,49.516,6.58036,-2.227,49.703,-2.17,49.732,3.91643,-2.379,49.411,-2.354,49.447,1.05716,-2.456,49.462,-2.445,49.484,,,,,
ISO_A3_EH,GHA,1,false,-3.263,4.737,1.188,11.163,238669.0,238669.0,-3.263,4.737,1.188,11.163,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,GIB,1,false,-5.359,36.11,-5.338,36.142,3.69249,3.69249,-5.359,36.11,-5.338,36.142,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,GIN,1,false,-15.082,7.19,-7.662,12.674,244302.0,244302.0,-15.082,7.19,-7.662,12.674,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,GMB,1,false,-16.83,13.065,-13.818,13.82,10501.1,10501.1,-16.83,13.065,-13.818,13.82,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,GNB,13,false,-16.729,10.927,-13.66,12.68,32829.1,31356.2,-16.729,10.927,-13.66,12.68,257.577,-16.249,11.028,-16.048,11.209,234.314,-16.084,11.419,-15.898,11.607,195.604,-16.166,11.755,-15.985,11.901,118.971,-16.427,11.48,-16.241,11.584
ISO_A3_EH,GNQ,3,false,5.611,-1.476,11.337,3.773,26671.7,24671.9,9.346,0.924,11.337,2.342,1985.6,8.422,3.197,8.964,3.773,14.1818,5.611,-1.476,5.647,-1.415,,,,,,,,,,
ISO_A3_EH,GRC,74,false,19.626,34.815,28.24,41.751,131353.0,106704.0,19.999,36.39,26.637,41.751,8285.89,23.518,34.931,26.322,35.687,3660.54,22.832,37.96,24.595,39.043,1637.59,25.834,38.967,26.613,39.384,1429.17,27.684,35.89,28.24,36.457
ISO_A3_EH,GRD,2,false,-61.791,12.002,-61.421,12.53,347.259,313.136,-61.791,12.002,-61.602,12.24,34.1231,-61.497,12.44,-61.421,12.53,,,,,,,,,,,,,,,
ISO_A3_EH,GRL,128,false,-73.058,59.792,-11.376,83.635,2.15438e6,2.11222e6,-73.058,59.987,-11.376,83.635,8640.47,-54.993,69.235,-51.836,70.325,3812.82,-28.138,70.43,-25.283,71.087,3448.39,-24.486,72.12,-21.928,72.882,2253.75,-25.711,73.036,-22.892,73.426
ISO_A3_EH,GTM,1,false,-92.247,13.731,-88.22,17.817,108811.0,108811.0,-92.247,13.731,-88.22,17.817,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,GUM,1,false,144.624,13.241,144.953,13.655,564.205,564.205,144.624,13.241,144.953,13.655,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,GUY,2,false,-61.397,1.185,-56.481,8.559,211214.0,211150.0,-61.397,1.185,-56.481,8.559,63.4153,-58.464,6.883,-58.333,6.974,,,,,,,,,,,,,,,
ISO_A3_EH,HKG,4,false,113.837,22.177,114.402,22.564,1036.2,793.165,113.896,22.258,114.402,22.564,147.545,113.837,22.197,114.055,22.346,81.5336,114.112,22.189,114.257,22.292,13.9606,114.104,22.177,114.155,22.236,,,,,
ISO_A3_EH,HMD,1,false,73.236,-53.193,73.813,-52.961,394.833,394.833,73.236,-53.193,73.813,-52.961,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,HND,7,false,-89.364,12.979,-83.13,17.419,112236.0,111907.0,-89.364,12.979,-83.13,16.034,149.752,-86.607,16.269,-86.181,16.433,61.0256,-85.951,16.403,-85.816,16.518,48.6486,-87.66,13.304,-87.57,13.374,44.8899,-86.998,16.066,-86.872,16.128
ISO_A3_EH,HRV,25,false,13.501,42.416,19.408,46.547,55023.3,51491.6,13.501,42.942,19.408,46.547,750.086,17.001,42.416,18.498,43.052,406.788,14.277,44.618,14.535,45.176,397.571,14.425,44.943,14.815,45.25,385.236,16.405,43.263,16.893,43.395
ISO_A3_EH,HTI,5,false,-74.49,18.025,-71.639,20.09,26891.6,25937.9,-74.49,18.025,-71.639,19.946,683.866,-73.3,18.696,-72.805,18.972,183.149,-72.961,19.984,-72.627,20.09,46.9812,-73.708,18.057,-73.577,18.109,39.7172,-73.797,18.588,-73.714,18.64
ISO_A3_EH,HUN,1,false,16.094,45.741,22.878,48.57,93200.7,93200.7,16.094,45.741,22.878,48.57,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,IDN,264,false,95.012,-10.923,140.978,5.911,1.87983e6,529906.0,108.855,-4.185,119.012,4.397,427977.0,95.197,-5.931,106.08,5.655,381927.0,130.948,-9.107,140.978,-0.347,170046.0,118.757,-5.704,125.25,1.745,126179.0,105.216,-8.778,114.626,-5.881
ISO_A3_EH,IMN,1,false,-4.791,54.056,-4.311,54.42,574.809,574.809,-4.791,54.056,-4.311,54.42,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,IND,35,false,68.143,6.745,97.363,35.496,3.15074e6,3.14312e6,68.143,8.075,97.363,35.496,4259.86,92.524,11.494,93.081,13.579,969.69,93.649,6.745,93.93,7.242,725.116,92.375,10.507,92.599,10.896,221.28,88.042,21.625,88.168,21.87
ISO_A3_EH,IOT,10,false,71.26,-7.433,72.495,-5.226,49.0614,31.4859,72.357,-7.433,72.485,-7.268,10.5531,72.439,-7.362,72.495,-7.226,3.76964,71.338,-6.205,71.361,-6.177,1.1329,71.26,-6.389,71.269,-6.37,0.506538,71.762,-5.441,71.775,-5.431
ISO_A3_EH,IRL,7,false,-10.479,51.445,-5.993,55.387,69445.2,69177.2,-10.479,51.445,-5.993,55.387,154.14,-10.266,53.88,-9.922,54.023,29.5228,-9.812,53.09,-9.64,53.147,24.2115,-10.43,51.882,-10.297,51.932,23.0014,-9.721,53.226,-9.638,53.283
ISO_A3_EH,IRN,12,false,44.014,25.059,63.32,39.772,1.62251e6,1.62068e6,44.014,25.059,63.32,39.772,1460.62,55.273,26.543,56.288,27.003,93.5975,53.902,26.488,54.053,26.566,83.1943,53.149,26.79,53.383,26.857,42.2584,56.322,26.827,56.41,26.894
ISO_A3_EH,IRQ,1,false,38.774,29.063,48.56,37.376,437367.0,437367.0,38.774,29.063,48.56,37.376,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,ISL,5,false,-24.54,63.396,-13.502,66.565,102390.0,102362.0,-24.54,63.396,-13.502,66.537,9.55926,-20.306,63.402,-20.252,63.452,7.69093,-17.824,63.68,-17.743,63.72,7.11048,-18.415,65.978,-18.356,66.028,3.90562,-18.02,66.533,-17.976,66.565
ISO_A3_EH,ISR,1,false,34.248,29.489,35.889,33.407,22101.4,22101.4,34.248,29.489,35.889,33.407,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,ITA,29,false,6.602,35.489,18.518,47.086,301184.0,250834.0,6.602,37.919,18.518,47.086,25628.3,12.427,36.654,15.652,38.303,23860.7,8.133,38.864,9.827,41.263,232.567,10.101,42.708,10.444,42.874,114.637,8.346,38.96,8.484,39.119
ISO_A3_EH,JAM,1,false,-78.375,17.703,-76.187,18.526,11032.9,11032.9,-78.375,17.703,-76.187,18.526,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,JEY,1,false,-2.243,49.171,-2.008,49.268,119.05,119.05,-2.243,49.171,-2.008,49.268,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,JOR,1,false,34.949,29.189,39.292,33.372,88862.7,88862.7,34.949,29.189,39.292,33.372,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,JPN,109,false,122.938,24.212,153.986,45.521,373507.0,229140.0,130.861,33.433,142.071,41.547,78318.3,139.767,41.401,145.825,45.521,36951.0,129.552,31.003,132.085,33.967,18504.2,132.01,32.711,134.752,34.392,1296.19,127.635,26.084,128.338,26.887
ISO_A3_EH,KAZ,6,false,46.478,40.584,87.324,55.435,2.72077e6,2.72036e6,46.478,40.584,87.324,55.435,111.855,52.552,45.396,52.703,45.528,88.0754,49.719,46.21,49.842,46.358,84.6226,49.986,44.817,50.19,45.08,71.9888,50.256,44.955,50.354,45.087
ISO_A3_EH,KEN,2,false,33.89,-4.678,41.886,5.031,585702.0,585530.0,33.89,-4.678,41.886,5.031,172.239,40.957,-2.198,41.163,-2.036,,,,,,,,,,,,,,,
ISO_A3_EH,KGZ,1,false,69.226,39.189,80.258,43.262,198990.0,198990.0,69.226,39.189,80.258,43.262,,,,,,,,,,,,,,,,,,,,
ISO_A3_EH,KHM,6,false,102.313,10.415,107.611,14.705,181060.0,180798.0,102.313,10.415,107.611,14.705,103.027,102.981,11.255,103.049,11.427,70.384,103.198,10.672,103.319,10.783,33.6291,103.743,10.453,103.806,10.517,32.421,102.995,11.426,103.051,11.53
ISO_A3_EH,KIR,35,true,169.522,-11.462,-151.78,4.724,949.863,436.467,-157.582,1.709,-157.174,2.035,92.745,-159.411,3.784,-159.249,3.934,30.9804,-155.019,-4.095,-154.94,-4.031,28.2579,175.008,-1.553,175.069,-1.428,25.2279,174.716,-1.265,174.779,-1.134
ISO_A3_EH,KNA,2,false,-62.862,17.1,-62.536,17.416,264.122,175.53,-62.862,17.217,-62.624,17.416,88.5919,-62.627,17.1,-62.536,17.203,,,,,,,,,,,,,,,
